Time, xr, yr, zr, q0r, q1r, q2r, q3r, xn, yn, zn, q0n, q1n, q2n, q3n
102.764, 0.677413, -0.192685, 0.579462, -0.000899859, -0.00539354, 0.999985, 7.99926e-06, 0.678032, -0.192454, 0.579464, 2.8179e-05, -3.96879e-07, 1, -5.46743e-06, 
102.864, 0.673131, -0.186465, 0.579456, -0.000913052, -0.00531947, 0.999985, -6.40709e-06, 0.673805, -0.186224, 0.579464, 2.79033e-05, -3.94107e-07, 1, -5.18173e-06, 
102.964, 0.669194, -0.180448, 0.579489, -0.000794052, -0.0051328, 0.999987, -1.9802e-05, 0.669879, -0.179955, 0.579464, 2.74969e-05, -3.89502e-07, 1, -4.8579e-06, 
103.064, 0.666225, -0.175732, 0.579528, -0.000659788, -0.00550386, 0.999985, -5.25858e-05, 0.666307, -0.176414, 0.579464, 2.63973e-05, -3.68597e-07, 1, -4.40616e-06, 
103.164, 0.662948, -0.176444, 0.579439, -0.000771924, -0.00462928, 0.999989, -5.85507e-05, 0.663331, -0.176429, 0.579464, 2.36996e-05, -3.29935e-07, 1, -3.82709e-06, 
103.264, 0.660551, -0.176598, 0.579426, -0.000732026, -0.00421415, 0.999991, -6.06632e-05, 0.660895, -0.176442, 0.579464, 2.09726e-05, -2.92572e-07, 1, -3.30738e-06, 
103.364, 0.658666, -0.17659, 0.579372, -0.000752986, -0.00399724, 0.999992, -5.80049e-05, 0.658901, -0.176453, 0.579464, 1.84179e-05, -2.57611e-07, 1, -2.84867e-06, 
103.464, 0.657014, -0.176472, 0.579385, -0.000699728, -0.00380058, 0.999993, -5.77509e-05, 0.65727, -0.176461, 0.579464, 1.60644e-05, -2.25126e-07, 1, -2.44504e-06, 
103.564, 0.655702, -0.176221, 0.57942, -0.000649274, -0.00373378, 0.999993, -5.66028e-05, 0.655935, -0.176468, 0.579464, 1.39176e-05, -1.95285e-07, 1, -2.0904e-06, 
103.664, 0.654756, -0.176031, 0.579442, -0.000615139, -0.00370953, 0.999993, -5.57644e-05, 0.654842, -0.176474, 0.579464, 1.19729e-05, -1.68175e-07, 1, -1.779e-06, 
103.764, 0.653929, -0.176061, 0.579461, -0.000583967, -0.00331151, 0.999994, -5.42893e-05, 0.653947, -0.176479, 0.579464, 1.02197e-05, -1.43798e-07, 1, -1.50562e-06, 
103.864, 0.653209, -0.17609, 0.579444, -0.000605555, -0.00280374, 0.999996, -5.40129e-05, 0.653216, -0.176483, 0.579464, 8.64382e-06, -1.21515e-07, 1, -1.26532e-06, 
103.964, 0.65262, -0.176233, 0.579451, -0.000591732, -0.00196732, 0.999998, -5.36544e-05, 0.652617, -0.176486, 0.579464, 7.2291e-06, -1.01749e-07, 1, -1.05358e-06, 
104.064, 0.652063, -0.176341, 0.57947, -0.00055964, -0.00103183, 0.999999, -5.22455e-05, 0.652126, -0.176488, 0.579464, 5.9589e-06, -8.37983e-08, 1, -8.66384e-07, 
104.164, 0.651686, -0.176372, 0.579468, -0.000558133, -0.000270043, 1, -5.18392e-05, 0.651725, -0.17649, 0.579464, 4.8168e-06, -6.84886e-08, 1, -6.99919e-07, 
104.264, 0.651181, -0.176381, 0.579492, -0.000520945, 0.000426604, 1, -4.94839e-05, 0.651397, -0.176492, 0.579464, 3.78716e-06, -5.3468e-08, 1, -5.5094e-07, 
104.364, 0.650686, -0.176453, 0.579572, -0.000397288, 0.00111044, 0.999999, -4.43489e-05, 0.651128, -0.176494, 0.579464, 2.85539e-06, -3.94248e-08, 1, -4.16467e-07, 
104.464, 0.650363, -0.176426, 0.579503, -0.000492665, 0.00164496, 0.999999, -4.46654e-05, 0.650908, -0.176495, 0.579464, 2.00818e-06, -2.8856e-08, 1, -2.93661e-07, 
104.564, 0.650094, -0.176413, 0.579431, -0.000530977, 0.00206171, 0.999998, -4.17535e-05, 0.650728, -0.176496, 0.579464, 1.23354e-06, -1.82501e-08, 1, -1.80206e-07, 
104.664, 0.650016, -0.176254, 0.579368, -0.000593941, 0.00236571, 0.999997, -4.21462e-05, 0.650581, -0.176496, 0.579464, 5.20875e-07, -5.26836e-09, 1, -7.43193e-08, 
104.764, 0.649832, -0.176355, 0.579571, -0.000252727, 0.00283446, 0.999996, -4.00733e-05, 0.65046, -0.176497, 0.579464, -1.25117e-07, 0, 1, 2.47108e-08, 
104.864, 0.649734, -0.176226, 0.579296, -0.000634382, 0.00311327, 0.999995, -3.72458e-05, 0.650362, -0.176498, 0.579464, -7.55619e-07, 1.05367e-08, 1, 1.25227e-07, 
104.964, 0.649532, -0.176173, 0.579481, -0.000357751, 0.00337362, 0.999994, -4.12113e-05, 0.650281, -0.176498, 0.579464, -1.33536e-06, 1.97124e-08, 1, 2.20391e-07, 
105.064, 0.649477, -0.176097, 0.579207, -0.000728922, 0.00352915, 0.999994, -2.78246e-05, 0.650215, -0.176498, 0.579464, -1.8822e-06, 2.68635e-08, 1, 3.14914e-07, 
105.164, 0.649341, -0.17604, 0.579261, -0.000631337, 0.00370174, 0.999993, -2.76528e-05, 0.650161, -0.176499, 0.579464, -2.40295e-06, 3.45469e-08, 1, 4.09917e-07, 
105.264, 0.649392, -0.176001, 0.579402, -0.000406221, 0.00371907, 0.999993, -3.03964e-05, 0.650116, -0.176499, 0.579464, -2.902e-06, 4.01226e-08, 1, 5.06749e-07, 
105.364, 0.649494, -0.175895, 0.579298, -0.000511721, 0.00370737, 0.999993, -2.25172e-05, 0.65008, -0.176499, 0.579464, -3.38301e-06, 4.65289e-08, 1, 6.06365e-07, 
105.464, 0.649528, -0.175994, 0.579454, -0.000250379, 0.00374963, 0.999993, -3.53039e-05, 0.650051, -0.176499, 0.579464, -3.84894e-06, 5.3468e-08, 1, 7.09724e-07, 
105.564, 0.649558, -0.175981, 0.579298, -0.000403572, 0.0037557, 0.999993, -1.86301e-05, 0.650026, -0.176499, 0.579464, -4.30224e-06, 5.93714e-08, 1, 8.17529e-07, 
105.664, 0.649541, -0.176139, 0.57929, -0.000344476, 0.00383967, 0.999993, -2.55186e-05, 0.650006, -0.1765, 0.579464, -4.74487e-06, 6.47386e-08, 1, 9.30592e-07, 
105.764, 0.64957, -0.176117, 0.579253, -0.000303955, 0.0037466, 0.999993, -2.25005e-05, 0.64999, -0.1765, 0.579464, -5.17834e-06, 7.02886e-08, 1, 1.04949e-06, 
105.864, 0.649653, -0.17627, 0.579185, -0.000284352, 0.00382344, 0.999993, -2.21119e-05, 0.649977, -0.1765, 0.579464, -5.60382e-06, 7.57984e-08, 1, 1.17482e-06, 
105.964, 0.649917, -0.176259, 0.579325, 4.60803e-05, 0.00365049, 0.999993, -5.16672e-05, 0.649966, -0.1765, 0.579464, -6.02214e-06, 8.14468e-08, 1, 1.30704e-06, 
106.064, 0.650148, -0.176341, 0.579479, 0.000417139, 0.00354728, 0.999994, -9.35561e-05, 0.649957, -0.1765, 0.579464, -6.43386e-06, 8.65679e-08, 1, 1.44656e-06, 
106.164, 0.650311, -0.176418, 0.579379, 0.000473813, 0.00353821, 0.999994, -0.000101177, 0.64995, -0.1765, 0.579464, -6.8393e-06, 9.12506e-08, 1, 1.59363e-06, 
106.264, 0.650403, -0.176514, 0.579381, 0.000681184, 0.00351248, 0.999994, -0.0001342, 0.649944, -0.1765, 0.579464, -7.23854e-06, 9.62827e-08, 1, 1.74851e-06, 
106.364, 0.650606, -0.176568, 0.57952, 0.00109754, 0.00342497, 0.999994, -0.000197164, 0.649939, -0.1765, 0.579464, -7.63154e-06, 1.01749e-07, 1, 1.91133e-06, 
106.464, 0.650705, -0.176642, 0.579305, 0.00100614, 0.00342613, 0.999994, -0.00018933, 0.649935, -0.1765, 0.579464, -8.01805e-06, 1.05762e-07, 1, 2.08213e-06, 
106.564, 0.650739, -0.176539, 0.579399, 0.00124171, 0.00325415, 0.999994, -0.000248283, 0.649932, -0.1765, 0.579464, -8.39772e-06, 1.10007e-07, 1, 2.26089e-06, 
106.664, 0.650776, -0.176481, 0.579384, 0.0012833, 0.0031475, 0.999994, -0.000274404, 0.649929, -0.1765, 0.579464, -8.77011e-06, 1.14337e-07, 1, 2.44744e-06, 
106.764, 0.650964, -0.176508, 0.579257, 0.00126582, 0.00309516, 0.999994, -0.000297384, 0.649927, -0.1765, 0.579464, -9.13464e-06, 1.18743e-07, 1, 2.64159e-06, 
106.864, 0.651007, -0.176559, 0.579514, 0.00160092, 0.00306707, 0.999994, -0.000387364, 0.649925, -0.1765, 0.579464, -9.49069e-06, 1.22652e-07, 1, 2.843e-06, 
106.964, 0.650973, -0.176411, 0.579493, 0.0015817, 0.00292521, 0.999994, -0.000392402, 0.649924, -0.1765, 0.579464, -9.83757e-06, 1.25891e-07, 1, 3.05131e-06, 
107.064, 0.650991, -0.176465, 0.579374, 0.00147295, 0.00281813, 0.999995, -0.000394921, 0.649922, -0.1765, 0.579464, -1.01746e-05, 1.29798e-07, 1, 3.26599e-06, 
107.164, 0.651004, -0.176376, 0.57943, 0.0015584, 0.00269092, 0.999995, -0.000430194, 0.649921, -0.1765, 0.579464, -1.05009e-05, 1.33592e-07, 1, 3.48646e-06, 
107.264, 0.650864, -0.176287, 0.579466, 0.00151896, 0.00253488, 0.999996, -0.000449232, 0.649921, -0.1765, 0.579464, -1.08158e-05, 1.36571e-07, 1, 3.71207e-06, 
107.364, 0.650965, -0.176363, 0.579397, 0.00146039, 0.00241457, 0.999996, -0.000439708, 0.64992, -0.1765, 0.579464, -1.11184e-05, 1.39587e-07, 1, 3.94206e-06, 
107.464, 0.650993, -0.176367, 0.579438, 0.00143574, 0.00225725, 0.999996, -0.000463983, 0.649919, -0.1765, 0.579464, -1.1408e-05, 1.4205e-07, 1, 4.17561e-06, 
107.564, 0.650936, -0.176415, 0.579505, 0.00151223, 0.0021249, 0.999996, -0.00050381, 0.649919, -0.1765, 0.579464, -1.16837e-05, 1.44568e-07, 1, 4.41181e-06, 
107.664, 0.650874, -0.176502, 0.579523, 0.00145229, 0.00209274, 0.999997, -0.000514787, 0.649919, -0.1765, 0.579464, -1.19448e-05, 1.47231e-07, 1, 4.64968e-06, 
107.764, 0.650846, -0.176493, 0.579333, 0.00125168, 0.00190628, 0.999997, -0.000458315, 0.649918, -0.1765, 0.579464, -1.21904e-05, 1.48825e-07, 1, 4.88819e-06, 
107.864, 0.650796, -0.176694, 0.579513, 0.00139259, 0.00191604, 0.999997, -0.000532646, 0.649918, -0.1765, 0.579464, -1.24197e-05, 1.50863e-07, 1, 5.12619e-06, 
107.964, 0.650939, -0.176768, 0.579508, 0.00137267, 0.00174388, 0.999997, -0.000540757, 0.649918, -0.1765, 0.579464, -1.26321e-05, 1.52327e-07, 1, 5.36256e-06, 
108.064, 0.650835, -0.176852, 0.579523, 0.00137385, 0.00165837, 0.999998, -0.000559653, 0.649918, -0.1765, 0.579464, -1.28268e-05, 1.53778e-07, 1, 5.59608e-06, 
108.164, 0.650865, -0.176788, 0.579445, 0.00120837, 0.00152474, 0.999998, -0.00051971, 0.649917, -0.1765, 0.579464, -1.30031e-05, 1.54499e-07, 1, 5.82548e-06, 
108.264, 0.650881, -0.176867, 0.579527, 0.00128487, 0.00140117, 0.999998, -0.000566162, 0.649917, -0.1765, 0.579464, -1.31603e-05, 1.55394e-07, 1, 6.04948e-06, 
108.364, 0.650838, -0.176927, 0.579634, 0.0013804, 0.00141122, 0.999998, -0.00062729, 0.649917, -0.1765, 0.579464, -1.32977e-05, 1.56107e-07, 1, 6.26676e-06, 
108.464, 0.650896, -0.176916, 0.579598, 0.00124899, 0.00125428, 0.999998, -0.000588801, 0.649917, -0.1765, 0.579464, -1.34147e-05, 1.56285e-07, 1, 6.47598e-06, 
108.564, 0.650693, -0.176868, 0.579513, 0.00112969, 0.00119849, 0.999998, -0.00055142, 0.649917, -0.1765, 0.579464, -1.35108e-05, 1.56285e-07, 1, 6.67579e-06, 
108.664, 0.650784, -0.176893, 0.579577, 0.00117544, 0.00116796, 0.999998, -0.0005933, 0.649917, -0.1765, 0.579464, -1.35853e-05, 1.56373e-07, 1, 6.86483e-06, 
108.764, 0.650706, -0.17679, 0.579545, 0.00114355, 0.00110129, 0.999999, -0.00058478, 0.649917, -0.1765, 0.579464, -1.36378e-05, 1.55573e-07, 1, 7.04175e-06, 
108.864, 0.650636, -0.176814, 0.579581, 0.00113045, 0.00111345, 0.999999, -0.000602075, 0.649917, -0.1765, 0.579464, -1.36676e-05, 1.55037e-07, 1, 7.20521e-06, 
108.964, 0.650599, -0.176595, 0.579455, 0.00102269, 0.000945222, 0.999999, -0.000557282, 0.649917, -0.1765, 0.579464, -1.36743e-05, 1.53507e-07, 1, 7.35388e-06, 
109.064, 0.650732, -0.176646, 0.579653, 0.00117849, 0.000794115, 0.999999, -0.000652126, 0.649917, -0.1765, 0.579464, -1.36574e-05, 1.52419e-07, 1, 7.48648e-06, 
109.164, 0.650661, -0.176484, 0.579569, 0.00106648, 0.000650375, 0.999999, -0.000605681, 0.649917, -0.1765, 0.579464, -1.36165e-05, 1.50679e-07, 1, 7.60174e-06, 
109.264, 0.650502, -0.176563, 0.579647, 0.00107388, 0.000674248, 0.999999, -0.000625471, 0.649917, -0.1765, 0.579464, -1.35512e-05, 1.48732e-07, 1, 7.69847e-06, 
109.364, 0.650554, -0.176504, 0.579573, 0.000972313, 0.000559291, 0.999999, -0.000581085, 0.649917, -0.1765, 0.579464, -1.34611e-05, 1.46854e-07, 1, 7.77553e-06, 
109.464, 0.650555, -0.176447, 0.579649, 0.00100985, 0.000468906, 0.999999, -0.000614198, 0.649917, -0.1765, 0.579464, -1.33459e-05, 1.44087e-07, 1, 7.83186e-06, 
109.564, 0.650577, -0.176584, 0.579661, 0.000980323, 0.000427573, 0.999999, -0.000604665, 0.649917, -0.1765, 0.579464, -1.32051e-05, 1.41659e-07, 1, 7.86646e-06, 
109.664, 0.650422, -0.176545, 0.579549, 0.00085579, 0.00036239, 0.999999, -0.000546693, 0.649917, -0.1765, 0.579464, -1.30387e-05, 1.38989e-07, 1, 7.87843e-06, 
109.764, 0.650475, -0.176762, 0.579665, 0.000932462, 0.000320094, 0.999999, -0.000604585, 0.649917, -0.1765, 0.579464, -1.28463e-05, 1.35858e-07, 1, 7.86698e-06, 
109.864, 0.650567, -0.176622, 0.579622, 0.000877897, 0.000110807, 0.999999, -0.000573839, 0.649917, -0.1765, 0.579464, -1.26279e-05, 1.31814e-07, 1, 7.83142e-06, 
109.964, 0.650452, -0.176799, 0.579676, 0.000870199, 0.000142037, 0.999999, -0.000586802, 0.649917, -0.1765, 0.579464, -1.2386e-05, 1.28833e-07, 1, 7.7728e-06, 
110.064, 0.650442, -0.176757, 0.579539, 0.000728283, 6.15479e-05, 1, -0.000509749, 0.649917, -0.1765, 0.579464, -1.21244e-05, 1.24561e-07, 1, 7.6935e-06, 
110.164, 0.650574, -0.176914, 0.579711, 0.00090987, 3.18303e-05, 0.999999, -0.000625534, 0.649917, -0.1765, 0.579464, -1.18413e-05, 1.20713e-07, 1, 7.5923e-06, 
110.264, 0.650488, -0.176914, 0.579679, 0.000841828, -5.88571e-06, 0.999999, -0.000589554, 0.649917, -0.1765, 0.579464, -1.1535e-05, 1.16262e-07, 1, 7.46787e-06, 
110.364, 0.650433, -0.17702, 0.579654, 0.000825011, 6.1943e-05, 0.999999, -0.00058538, 0.649917, -0.1765, 0.579464, -1.12043e-05, 1.11759e-07, 1, 7.31925e-06, 
110.464, 0.650289, -0.176962, 0.579589, 0.000700146, 3.15149e-05, 1, -0.000503967, 0.649917, -0.1765, 0.579464, -1.08483e-05, 1.06936e-07, 1, 7.1459e-06, 
110.564, 0.650525, -0.176957, 0.579712, 0.000833382, -0.000105348, 0.999999, -0.000603043, 0.649917, -0.1765, 0.579464, -1.04668e-05, 1.02429e-07, 1, 6.94763e-06, 
110.664, 0.650385, -0.17691, 0.579627, 0.000698134, -8.69164e-05, 1, -0.000515701, 0.649917, -0.1765, 0.579464, -1.00598e-05, 9.72864e-08, 1, 6.72463e-06, 
110.764, 0.650215, -0.176948, 0.579659, 0.000671187, -3.77191e-05, 1, -0.000508184, 0.649917, -0.1765, 0.579464, -9.62794e-06, 9.21586e-08, 1, 6.47745e-06, 
110.864, 0.650295, -0.176724, 0.57958, 0.000567879, -0.000262196, 1, -0.000437522, 0.649917, -0.1765, 0.579464, -9.17212e-06, 8.70475e-08, 1, 6.20697e-06, 
110.964, 0.650145, -0.176688, 0.579607, 0.000551439, -0.000180677, 1, -0.000432544, 0.649917, -0.1765, 0.579464, -8.69365e-06, 8.17869e-08, 1, 5.91442e-06, 
111.064, 0.650226, -0.176737, 0.579729, 0.000664035, -0.00022959, 1, -0.000518257, 0.649917, -0.1765, 0.579464, -8.19427e-06, 7.61637e-08, 1, 5.60133e-06, 
111.164, 0.650174, -0.176614, 0.579654, 0.000590751, -0.000257926, 1, -0.000464113, 0.649917, -0.1765, 0.579464, -7.67603e-06, 7.16574e-08, 1, 5.26955e-06, 
111.264, 0.650137, -0.176568, 0.579704, 0.000564244, -0.000338417, 1, -0.00045394, 0.649917, -0.1765, 0.579464, -7.14142e-06, 6.62222e-08, 1, 4.92126e-06, 
111.364, 0.650082, -0.176503, 0.579677, 0.000538659, -0.000351378, 1, -0.000430893, 0.649917, -0.1765, 0.579464, -6.59324e-06, 6.00685e-08, 1, 4.55884e-06, 
111.464, 0.650099, -0.176474, 0.579666, 0.000487401, -0.000467726, 1, -0.000396788, 0.649917, -0.1765, 0.579464, -6.03463e-06, 5.4241e-08, 1, 4.18497e-06, 
111.564, 0.650083, -0.176415, 0.579551, 0.000351676, -0.000471958, 1, -0.000303907, 0.649917, -0.1765, 0.579464, -5.46906e-06, 4.94216e-08, 1, 3.8025e-06, 
111.664, 0.649987, -0.176471, 0.579519, 0.000274742, -0.000482621, 1, -0.000251118, 0.649917, -0.1765, 0.579464, -4.90023e-06, 4.28003e-08, 1, 3.4145e-06, 
111.764, 0.649968, -0.176445, 0.579488, 0.000229526, -0.000522559, 1, -0.000219147, 0.649917, -0.1765, 0.579464, -4.3321e-06, 3.76236e-08, 1, 3.02415e-06, 
111.864, 0.650067, -0.176613, 0.579556, 0.000280293, -0.000524863, 1, -0.000254388, 0.649917, -0.1765, 0.579464, -3.76876e-06, 3.16101e-08, 1, 2.63475e-06, 
111.964, 0.6502, -0.176668, 0.579608, 0.000353127, -0.000542354, 1, -0.000307579, 0.649917, -0.1765, 0.579464, -3.21441e-06, 2.73752e-08, 1, 2.24963e-06, 
112.064, 0.650163, -0.176657, 0.579598, 0.000294991, -0.000542466, 1, -0.00026543, 0.649917, -0.1765, 0.579464, -2.67337e-06, 2.23517e-08, 1, 1.87214e-06, 
112.164, 0.650203, -0.176871, 0.579613, 0.000266055, -0.000474018, 1, -0.000244463, 0.649917, -0.1765, 0.579464, -2.14989e-06, 1.74732e-08, 1, 1.50557e-06, 
112.264, 0.650215, -0.17699, 0.579532, 0.000167122, -0.000476893, 1, -0.000175876, 0.649917, -0.1765, 0.579464, -1.64817e-06, 1.05367e-08, 1, 1.15319e-06, 
112.364, 0.649977, -0.17716, 0.579314, -0.000139871, -0.000442956, 1, 4.32323e-05, 0.649917, -0.1765, 0.579464, -1.17229e-06, 9.12506e-09, 1, 8.18157e-07, 
112.464, 0.649541, -0.177233, 0.579327, -0.000398353, -0.000447561, 1, 0.000226102, 0.649917, -0.1765, 0.579464, -7.26212e-07, 9.12506e-09, 1, 5.0348e-07, 
112.564, 0.64909, -0.177154, 0.579256, -0.000729099, -0.000412942, 1, 0.000463899, 0.649917, -0.1765, 0.579464, -3.13766e-07, 7.45058e-09, 1, 2.11851e-07, 
112.664, 0.648659, -0.177194, 0.579257, -0.000950278, -0.000293201, 0.999999, 0.0006198, 0.649917, -0.1765, 0.579464, 4.3444e-08, 0, 1, -4.21468e-08, 
112.764, 0.648478, -0.177053, 0.579279, -0.00111658, -0.000416846, 0.999999, 0.000737438, 0.649917, -0.1765, 0.579464, 3.95372e-07, -5.26836e-09, 1, -2.93046e-07, 
112.864, 0.64827, -0.176934, 0.579295, -0.00123666, -0.000565684, 0.999999, 0.000823792, 0.649917, -0.1765, 0.579464, 6.9124e-07, -7.45058e-09, 1, -5.02597e-07, 
112.964, 0.648492, -0.176575, 0.579308, -0.00131401, -0.0011486, 0.999998, 0.000880004, 0.649917, -0.1765, 0.579464, 9.36197e-07, -7.45058e-09, 1, -6.75789e-07, 
113.064, 0.648365, -0.17647, 0.579325, -0.00138525, -0.00139096, 0.999998, 0.000924383, 0.649917, -0.1765, 0.579464, 1.13213e-06, -5.26836e-09, 1, -8.14315e-07, 
113.164, 0.64838, -0.176302, 0.579248, -0.00147547, -0.00175865, 0.999997, 0.000989968, 0.649917, -0.1765, 0.579464, 1.28136e-06, -5.26836e-09, 1, -9.19943e-07, 
113.264, 0.648436, -0.176272, 0.57928, -0.00144768, -0.00211466, 0.999996, 0.000972335, 0.649917, -0.1765, 0.579464, 1.39515e-06, -1.17804e-08, 1, -1.00057e-06, 
113.364, 0.648574, -0.176051, 0.579254, -0.00147453, -0.00263335, 0.999995, 0.000988499, 0.649917, -0.1765, 0.579464, 1.48465e-06, -7.45058e-09, 1, -1.06403e-06, 
113.464, 0.648435, -0.176145, 0.579257, -0.00149149, -0.00289165, 0.999994, 0.000998156, 0.649917, -0.1765, 0.579464, 1.55856e-06, -1.29048e-08, 1, -1.11667e-06, 
113.564, 0.648459, -0.176167, 0.579252, -0.00146526, -0.00323066, 0.999993, 0.000978434, 0.649917, -0.1765, 0.579464, 1.62391e-06, -1.17804e-08, 1, -1.16333e-06, 
113.664, 0.648435, -0.176245, 0.579254, -0.00146329, -0.00351221, 0.999992, 0.000980464, 0.649917, -0.1765, 0.579464, 1.68601e-06, -1.29048e-08, 1, -1.20767e-06, 
113.764, 0.648488, -0.176278, 0.579291, -0.00138808, -0.00378945, 0.999991, 0.0009232, 0.649917, -0.1765, 0.579464, 1.74897e-06, -1.39388e-08, 1, -1.25278e-06, 
113.864, 0.648468, -0.176518, 0.579351, -0.00130195, -0.00394241, 0.999991, 0.000861772, 0.649917, -0.1765, 0.579464, 1.81599e-06, -1.49012e-08, 1, -1.30075e-06, 
113.964, 0.648589, -0.176498, 0.579375, -0.00122026, -0.00424914, 0.99999, 0.000803584, 0.649917, -0.1765, 0.579464, 1.88945e-06, -1.58051e-08, 1, -1.35333e-06, 
114.064, 0.64843, -0.17677, 0.579416, -0.00118627, -0.00419604, 0.99999, 0.000774508, 0.649917, -0.1765, 0.579464, 1.97125e-06, -1.666e-08, 1, -1.41174e-06, 
114.164, 0.648565, -0.17678, 0.579442, -0.00112253, -0.00443918, 0.999989, 0.000728747, 0.649917, -0.1765, 0.579464, 2.06275e-06, -1.49012e-08, 1, -1.47698e-06, 
114.264, 0.648387, -0.176916, 0.579407, -0.00118702, -0.0042754, 0.99999, 0.000773244, 0.649917, -0.1765, 0.579464, 2.16499e-06, -1.666e-08, 1, -1.54974e-06, 
114.364, 0.648417, -0.176884, 0.579383, -0.00119822, -0.00428618, 0.99999, 0.000778311, 0.649917, -0.1765, 0.579464, 2.27875e-06, -1.97124e-08, 1, -1.63042e-06, 
114.464, 0.648548, -0.176899, 0.579383, -0.00118262, -0.00425325, 0.99999, 0.000765402, 0.649917, -0.1765, 0.579464, 2.40458e-06, -1.97124e-08, 1, -1.71937e-06, 
114.564, 0.648682, -0.176775, 0.579318, -0.00121993, -0.00425992, 0.99999, 0.000785862, 0.649917, -0.1765, 0.579464, 2.54285e-06, -1.97124e-08, 1, -1.81671e-06, 
114.664, 0.648504, -0.176903, 0.579319, -0.00121507, -0.00392381, 0.999991, 0.000778922, 0.649917, -0.1765, 0.579464, 2.69373e-06, -2.35608e-08, 1, -1.92257e-06, 
114.764, 0.648612, -0.176786, 0.579295, -0.0012131, -0.0039078, 0.999991, 0.000771434, 0.649917, -0.1765, 0.579464, 2.85739e-06, -2.47108e-08, 1, -2.03683e-06, 
114.864, 0.648907, -0.176572, 0.579277, -0.00122799, -0.00410732, 0.999991, 0.000776937, 0.649917, -0.1765, 0.579464, 3.03382e-06, -2.63418e-08, 1, -2.15938e-06, 
114.964, 0.648899, -0.17651, 0.579282, -0.00116392, -0.0039481, 0.999991, 0.00072916, 0.649917, -0.1765, 0.579464, 3.22293e-06, -3.02644e-08, 1, -2.28997e-06, 
115.064, 0.648883, -0.176535, 0.579426, -0.00103401, -0.00387327, 0.999992, 0.00063541, 0.649917, -0.1765, 0.579464, 3.42458e-06, -2.8856e-08, 1, -2.42831e-06, 
115.164, 0.648937, -0.176464, 0.579405, -0.000994148, -0.00383447, 0.999992, 0.000606216, 0.649917, -0.1765, 0.579464, 3.63851e-06, -3.29009e-08, 1, -2.57405e-06, 
115.264, 0.648961, -0.176394, 0.579413, -0.000983598, -0.00377338, 0.999992, 0.000596383, 0.649917, -0.1765, 0.579464, 3.86444e-06, -3.41428e-08, 1, -2.72672e-06, 
115.364, 0.649113, -0.176172, 0.579357, -0.00100488, -0.00395339, 0.999992, 0.00060074, 0.649917, -0.1765, 0.579464, 4.10199e-06, -3.68785e-08, 1, -2.88582e-06, 
115.464, 0.649233, -0.176135, 0.579404, -0.000942399, -0.00397443, 0.999992, 0.000555913, 0.649917, -0.1765, 0.579464, 4.35071e-06, -4.01226e-08, 1, -3.05081e-06, 
115.564, 0.649053, -0.176232, 0.579382, -0.000938674, -0.0037694, 0.999992, 0.000550203, 0.649917, -0.1765, 0.579464, 4.61014e-06, -4.18163e-08, 1, -3.22101e-06, 
115.664, 0.649007, -0.176315, 0.579418, -0.000922217, -0.00363127, 0.999993, 0.000531006, 0.649917, -0.1765, 0.579464, 4.87969e-06, -4.53201e-08, 1, -3.39576e-06, 
115.764, 0.649163, -0.17629, 0.579407, -0.000866319, -0.00368881, 0.999993, 0.000497905, 0.649917, -0.1765, 0.579464, 5.15876e-06, -4.914e-08, 1, -3.5743e-06, 
115.864, 0.648999, -0.176592, 0.579419, -0.000840136, -0.00333182, 0.999994, 0.000478617, 0.649917, -0.1765, 0.579464, 5.44668e-06, -5.16191e-08, 1, -3.75582e-06, 
115.964, 0.649034, -0.17662, 0.579364, -0.000850868, -0.00323303, 0.999994, 0.000477306, 0.649917, -0.1765, 0.579464, 5.74273e-06, -5.39846e-08, 1, -3.93949e-06, 
116.064, 0.649027, -0.176679, 0.579407, -0.000817012, -0.00307078, 0.999995, 0.000443639, 0.649917, -0.1765, 0.579464, 6.04612e-06, -5.79519e-08, 1, -4.12439e-06, 
116.164, 0.648919, -0.176862, 0.579373, -0.000830901, -0.00276733, 0.999996, 0.000454339, 0.649917, -0.1765, 0.579464, 6.35607e-06, -6.18892e-08, 1, -4.30962e-06, 
116.264, 0.648983, -0.176814, 0.579394, -0.000802219, -0.00262657, 0.999996, 0.000420607, 0.649917, -0.1765, 0.579464, 6.67614e-06, -6.49527e-08, 1, -4.4974e-06, 
116.364, 0.649108, -0.176972, 0.579452, -0.000680727, -0.00252784, 0.999997, 0.000349232, 0.649917, -0.1765, 0.579464, 7.01163e-06, -6.82857e-08, 1, -4.69049e-06, 
116.464, 0.649116, -0.176949, 0.579445, -0.000698161, -0.00235096, 0.999997, 0.00035041, 0.649917, -0.1765, 0.579464, 7.36105e-06, -7.28101e-08, 1, -4.88729e-06, 
116.564, 0.649108, -0.177024, 0.579416, -0.000695674, -0.00210118, 0.999997, 0.00034748, 0.649917, -0.1765, 0.579464, 7.72214e-06, -7.70694e-08, 1, -5.08575e-06, 
116.664, 0.649262, -0.176862, 0.579358, -0.000741378, -0.00210274, 0.999997, 0.000363675, 0.649917, -0.1765, 0.579464, 8.09269e-06, -8.19564e-08, 1, -5.28389e-06, 
