Time, q_r1, q_r2, q_r3, q_r4, q_r5, q_r6, q_r7, q_r8, q_r9, dq_r1, dq_r2, dq_r3, dq_r4, dq_r5, dq_r6, dq_r7, dq_r8, dq_r9, q_n1, q_n2, q_n3, q_n4, q_n5, q_n6, q_n7, q_n8, q_n9, dq_n1, dq_n2, dq_n3, dq_n4, dq_n5, dq_n6, dq_n7, dq_n8, dq_n9
288.23, -0.0574877, -0.0768879, -0.752033, 1.34764, -0.258004, -1.27082, 1.89849e-06, -1.61561, 0.592714, -0.0008843, -0.00198968, 0.207872, -0.240873, 0.115682, -0.174316, -0, 0.0436653, -0.0237311, -0.0577668, -0.0767018, -0.751447, 1.34574, -0.255686, -1.2734, -2.05633e-06, -1.61246, 0.594291, -6.75057e-05, 4.06772e-05, 0.206873, -0.236906, 0.127404, -0.168868, -9.27364e-07, 0.0414651, -0.0300332, 
288.33, -0.0575857, -0.0769782, -0.731159, 1.3237, -0.245305, -1.28747, -1.61372e-05, -1.61132, 0.59008, -0.0026529, 0.000663225, 0.207565, -0.245627, 0.125191, -0.166393, -0, 0.0398683, -0.0284774, -0.0577737, -0.0766975, -0.730759, 1.32187, -0.243091, -1.29, -2.14e-06, -1.60846, 0.591113, -7.04519e-05, 4.46409e-05, 0.206872, -0.240415, 0.124477, -0.163027, -8.09165e-07, 0.03855, -0.033543, 
288.43, -0.0576529, -0.0770182, -0.710389, 1.2994, -0.232946, -1.30362, -1.89849e-05, -1.60754, 0.58699, 0.00331613, -6.93889e-18, 0.208486, -0.248796, 0.122814, -0.156092, 0.00284774, 0.0322743, -0.0360713, -0.0577808, -0.0766929, -0.710073, 1.29765, -0.230793, -1.30601, -2.21175e-06, -1.60475, 0.587579, -7.03241e-05, 4.85402e-05, 0.206852, -0.244001, 0.121487, -0.157238, -6.90812e-07, 0.0357493, -0.0371488, 
288.53, -0.0577584, -0.0770156, -0.689368, 1.2747, -0.220784, -1.31918, -7.59396e-06, -1.60398, 0.58329, -0.000331613, -0.00232129, 0.204034, -0.250381, 0.118059, -0.150546, -0, 0.0351221, -0.0389191, -0.0577877, -0.0766879, -0.689389, 1.27307, -0.218796, -1.32145, -2.27163e-06, -1.60131, 0.58368, -6.81352e-05, 5.0094e-05, 0.206835, -0.247685, 0.118435, -0.151503, -5.73187e-07, 0.0330646, -0.04085, 
288.63, -0.0578621, -0.0769769, -0.668794, 1.24999, -0.209212, -1.33411, 9.49246e-06, -1.60084, 0.57915, -0.00121591, -0.00210021, 0.202499, -0.245627, 0.116475, -0.150546, -0, 0.0284774, -0.0455638, -0.0577944, -0.0766829, -0.668706, 1.24811, -0.207108, -1.33631, -2.31972e-06, -1.59813, 0.579406, -6.56811e-05, 4.98912e-05, 0.206829, -0.251479, 0.115313, -0.145811, -4.56087e-07, 0.0304945, -0.0446499, 
288.73, -0.0579208, -0.076899, -0.647767, 1.22445, -0.197491, -1.34862, -6.64472e-06, -1.59792, 0.574572, -0.00287398, 0.00110538, 0.205416, -0.250381, 0.109344, -0.148961, -0, 0.0284774, -0.046513, -0.0578009, -0.0766779, -0.648023, 1.22277, -0.195736, -1.35061, -2.35605e-06, -1.59521, 0.574747, -6.40363e-05, 4.93063e-05, 0.206829, -0.255379, 0.112108, -0.14015, -3.39091e-07, 0.0280372, -0.04855, 
288.83, -0.0580468, -0.0768125, -0.627023, 1.19851, -0.186455, -1.36243, -1.42387e-05, -1.59529, 0.56983, 0.00165806, 0.000773763, 0.209561, -0.261474, 0.110136, -0.130737, -0, 0.0246804, -0.0484115, -0.0578058, -0.0766568, -0.627314, 1.19697, -0.184666, -1.36437, -2.38297e-06, -1.59252, 0.569657, 1.12141e-05, 0.000820487, 0.208061, -0.262339, 0.109941, -0.135902, -3.14595e-07, 0.0259563, -0.0542781, 
288.93, -0.0580358, -0.0766214, -0.606398, 1.17233, -0.17555, -1.37576, 9.49246e-07, -1.59275, 0.564421, 0.00198968, 0.00132645, 0.208486, -0.26702, 0.102213, -0.137076, -0, 0.0237311, -0.0598025, -0.0577971, -0.0765328, -0.606441, 1.17037, -0.173776, -1.37776, -2.40235e-06, -1.59002, 0.563929, 0.000142143, 0.00136701, 0.208926, -0.268567, 0.10741, -0.131292, -1.22533e-07, 0.023877, -0.0596408, 
289.03, -0.0580325, -0.0763913, -0.585288, 1.14494, -0.164868, -1.3888, -1.23402e-05, -1.59029, 0.558463, 0.00198968, 0.00221075, 0.209407, -0.265436, 0.0998355, -0.122814, -0, 0.0237311, -0.057904, -0.0577816, -0.0764208, -0.58559, 1.1434, -0.163242, -1.39056, -2.40138e-06, -1.58775, 0.557811, 0.000149748, 0.000788536, 0.207968, -0.270485, 0.103124, -0.124675, 5.83275e-08, 0.0215448, -0.0625167, 
289.13, -0.058029, -0.0763214, -0.564758, 1.11821, -0.154959, -1.40085, -2.65789e-05, -1.58795, 0.552403, -0.000552688, 0.00232129, 0.204648, -0.278906, 0.10142, -0.121229, 0.00569547, 0.0218326, -0.0607517, -0.0577691, -0.076377, -0.564851, 1.11628, -0.153159, -1.40269, -2.38613e-06, -1.58571, 0.551429, 9.79192e-05, 0.000129555, 0.20688, -0.272109, 0.0985914, -0.117932, 1.68996e-07, 0.0193331, -0.0652294, 
289.23, -0.0579365, -0.0761982, -0.543931, 1.0905, -0.144873, -1.41251, -1.51879e-05, -1.58588, 0.54571, 0.00243183, 0.0008843, 0.205416, -0.275736, 0.0966661, -0.112513, -0, 0.0218326, -0.0692949, -0.0577615, -0.0763824, -0.544193, 1.08893, -0.14351, -1.41417, -2.36161e-06, -1.58388, 0.544735, 6.09526e-05, -0.000171615, 0.206385, -0.275206, 0.0944588, -0.111829, 2.51475e-07, 0.017362, -0.0688212, 
289.33, -0.0578897, -0.0761658, -0.523354, 1.06267, -0.135585, -1.42339, -1.61372e-05, -1.58403, 0.538797, -0.00143699, -0.000110538, 0.203113, -0.282867, 0.0934968, -0.106967, 0.00664472, 0.0180357, -0.0711934, -0.0577556, -0.0764008, -0.523556, 1.06119, -0.134256, -1.42507, -2.32879e-06, -1.58223, 0.537637, 6.17478e-05, -0.00016166, 0.206409, -0.27963, 0.0906557, -0.106258, 3.39472e-07, 0.0155933, -0.0732216, 
289.43, -0.0577815, -0.0761002, -0.502733, 1.03448, -0.126675, -1.43394, -3.13251e-05, -1.58243, 0.531493, 6.93889e-18, 0.000221075, 0.206337, -0.292375, 0.0934968, -0.10142, -0, 0.0132894, -0.0740412, -0.0577484, -0.0764111, -0.502905, 1.03299, -0.125378, -1.43543, -2.28641e-06, -1.58075, 0.530079, 8.3517e-05, -4.14836e-05, 0.206614, -0.284577, 0.0868817, -0.100851, 4.43506e-07, 0.0139597, -0.0779632, 
289.53, -0.057733, -0.0761465, -0.48221, 1.00575, -0.118193, -1.44383, -1.42387e-05, -1.5809, 0.52372, -0.00221075, 0.00243183, 0.2091, -0.293168, 0.0800269, -0.0958738, -0, 0.0142387, -0.0797366, -0.057739, -0.0764102, -0.482235, 1.00428, -0.116885, -1.44524, -2.23309e-06, -1.57943, 0.522046, 0.000103383, 4.84743e-05, 0.206764, -0.289455, 0.0829311, -0.0953659, 5.58288e-07, 0.0124249, -0.082691, 
289.63, -0.0576513, -0.0761517, -0.461881, 0.976868, -0.109907, -1.45307, -9.49246e-06, -1.57967, 0.515304, 0.000663225, -0.00420043, 0.204187, -0.297922, 0.0784422, -0.0911197, -0, 0.0123402, -0.0882798, -0.0577281, -0.0764037, -0.461556, 0.975102, -0.108799, -1.4545, -2.16825e-06, -1.57826, 0.513545, 0.000111573, 7.31236e-05, 0.206801, -0.294096, 0.0787583, -0.0897536, 6.74005e-07, 0.0109849, -0.0872947, 
289.73, -0.0576211, -0.076206, -0.441032, 0.946853, -0.102358, -1.46195, -3.13251e-05, -1.57854, 0.50639, 0.000994838, -0.00210021, 0.20127, -0.300299, 0.0760652, -0.0855733, -0, 0.0132894, -0.0901783, -0.057717, -0.076397, -0.440878, 0.945467, -0.10114, -1.46319, -2.0922e-06, -1.57723, 0.504589, 0.00011102, 5.75616e-05, 0.20677, -0.298586, 0.0744061, -0.0840649, 7.83978e-07, 0.0096479, -0.0918159, 
289.83, -0.0575475, -0.0762918, -0.4207, 0.917221, -0.0949753, -1.46992, -9.49246e-07, -1.57767, 0.497193, 0.00287398, -0.000221075, 0.208793, -0.304261, 0.0800269, -0.0800269, 0.00284774, 0.00949246, -0.0939753, -0.057706, -0.0763924, -0.420203, 0.915386, -0.0939223, -1.47131, -2.00566e-06, -1.57633, 0.495182, 0.000108578, 3.46946e-05, 0.206728, -0.303051, 0.0699254, -0.0783566, 8.86338e-07, 0.00841977, -0.0963225, 
289.93, -0.0575411, -0.0763453, -0.399826, 0.886404, -0.0879995, -1.47757, -1.70864e-05, -1.57694, 0.487413, 0.000994838, -0.00453204, 0.20127, -0.304261, 0.066557, -0.0776499, -0.00284774, 0.00854321, -0.103468, -0.0576952, -0.0763897, -0.399531, 0.884856, -0.0871582, -1.47886, -1.90936e-06, -1.57555, 0.485324, 0.000108404, 2.09712e-05, 0.206704, -0.307548, 0.06534, -0.0726524, 9.81948e-07, 0.00730033, -0.100844, 
290.03, -0.057491, -0.0764263, -0.379352, 0.855774, -0.081732, -1.48472, -7.59396e-06, -1.57631, 0.477262, 0.00132645, -0.00287398, 0.20388, -0.316146, 0.0625953, -0.0760652, -0, 0.00284774, -0.102519, -0.0576842, -0.0763879, -0.378861, 0.853875, -0.0808578, -1.48584, -1.80394e-06, -1.57487, 0.475014, 0.000110698, 1.69577e-05, 0.206698, -0.312066, 0.0606511, -0.066949, 1.07191e-06, 0.0062854, -0.105367, 
290.13, -0.0574939, -0.0765481, -0.358415, 0.82393, -0.0760216, -1.49128, -8.54321e-06, -1.57572, 0.466542, -0.00198968, -0.00132645, 0.205416, -0.317731, 0.0546718, -0.0673494, -0, 0.00569547, -0.107265, -0.057673, -0.0763862, -0.358191, 0.822444, -0.0750317, -1.49225, -1.68997e-06, -1.57429, 0.464252, 0.000113688, 1.69106e-05, 0.206699, -0.31656, 0.0558525, -0.061235, 1.15638e-06, 0.00536943, -0.109861, 
290.23, -0.057511, -0.0765577, -0.337955, 0.792276, -0.0706027, -1.49702, -3.79698e-06, -1.57525, 0.455545, 0.000110538, 0.00187914, 0.208947, -0.324069, 0.0554642, -0.0546718, -0, 0.00569547, -0.118656, -0.0576615, -0.0763845, -0.337522, 0.790565, -0.0696911, -1.49809, -1.56803e-06, -1.57379, 0.453044, 0.000115784, 1.60939e-05, 0.206699, -0.320991, 0.0509426, -0.0555028, 1.23456e-06, 0.0045468, -0.114292, 
290.33, -0.0575482, -0.0766022, -0.317195, 0.760125, -0.0657116, -1.50236, -1.99342e-05, -1.5748, 0.44391, -0.000994838, 0.000110538, 0.207411, -0.328031, 0.0499178, -0.0507101, -0.00379698, -0, -0.116757, -0.0576499, -0.076383, -0.316852, 0.758248, -0.0648468, -1.50335, -1.43883e-06, -1.57337, 0.441396, 0.000116429, 1.29418e-05, 0.206695, -0.325332, 0.0459258, -0.0497515, 1.30533e-06, 0.00381175, -0.118637, 
290.43, -0.0575338, -0.0766634, -0.296223, 0.72712, -0.0611009, -1.50726, -7.59396e-06, -1.57441, 0.431818, -0.00143699, 0.000110538, 0.207411, -0.324862, 0.0443713, -0.0419943, -0, 0.00284774, -0.117706, -0.0576383, -0.076382, -0.296183, 0.725503, -0.0605092, -1.50804, -1.30317e-06, -1.57303, 0.42932, 0.000115848, 8.00808e-06, 0.206689, -0.329564, 0.0408111, -0.0439834, 1.36767e-06, 0.00315797, -0.122875, 
290.53, -0.0576559, -0.0766326, -0.275654, 0.694129, -0.0574411, -1.51145, -1.42387e-05, -1.574, 0.41947, 0.000663225, 0.0008843, 0.205723, -0.335162, 0.0348632, -0.0380326, -0.00284774, 0.00569547, -0.127199, -0.0576268, -0.0763815, -0.275514, 0.69234, -0.0566875, -1.51215, -1.16194e-06, -1.57274, 0.416825, 0.000114445, 2.32859e-06, 0.206682, -0.333672, 0.0356084, -0.0382016, 1.42086e-06, 0.00257834, -0.126989, 
290.63, -0.0576555, -0.0765886, -0.254708, 0.660154, -0.0538676, -1.51495, -1.99342e-05, -1.57371, 0.406548, -0.0008843, 0.0017686, 0.206951, -0.338332, 0.0364479, -0.0301091, 0.00379698, 0.00569547, -0.127199, -0.0576154, -0.0763815, -0.254846, 0.658773, -0.0533901, -1.51568, -1.01463e-06, -1.57251, 0.403796, 0.000112415, -3.53159e-06, 0.206676, -0.337675, 0.0302748, -0.03235, 1.46478e-06, 0.00206004, -0.130998, 
290.73, -0.0577583, -0.0765024, -0.233993, 0.626285, -0.0511926, -1.51795, -5.69547e-06, -1.57338, 0.393288, 0.000663225, 0.00132645, 0.210328, -0.34467, 0.0277321, -0.0269397, -0, 0.00284774, -0.139539, -0.0576043, -0.0763822, -0.234179, 0.624818, -0.0506242, -1.51863, -8.66623e-07, -1.57232, 0.390639, 0.000109819, -9.27621e-06, 0.206671, -0.341436, 0.0249798, -0.0266042, 1.4984e-06, 0.00160882, -0.134765, 
290.83, -0.0578526, -0.076462, -0.213335, 0.591981, -0.0490169, -1.51997, -4.74623e-06, -1.57316, 0.379524, -0.000552688, 0.00210021, 0.212324, -0.353386, 0.0126775, -0.0103005, -0, 0.00284774, -0.13859, -0.0576952, -0.0763924, -0.213521, 0.590429, -0.0486472, -1.52073, -6.97642e-07, -1.5722, 0.376908, -0.00197564, -0.000187883, 0.206466, -0.346312, 0.0144371, -0.0153387, 1.90489e-06, 0.000883408, -0.139845, 
290.93, -0.0581026, -0.0764045, -0.19288, 0.557488, -0.0478006, -1.52128, -2.08834e-05, -1.57298, 0.365554, -0.00165806, 0.00210021, 0.211096, -0.352594, 0.0087158, -0.00396173, -0, 0.00569547, -0.144285, -0.0579082, -0.0764105, -0.192877, 0.55562, -0.0475122, -1.52194, -5.03388e-07, -1.57213, 0.362743, -0.00195037, -0.000147102, 0.206464, -0.349654, 0.00908427, -0.00963803, 1.87907e-06, 0.00053457, -0.143189, 
291.03, -0.058225, -0.0763209, -0.172167, 0.522394, -0.0468712, -1.52213, -3.51221e-05, -1.57286, 0.351118, -0.00165806, 0.00187914, 0.210175, -0.356555, 0.0110928, -0.00396173, -0, -0, -0.146184, -0.0580503, -0.07642, -0.172223, 0.520524, -0.0467455, -1.52275, -3.30338e-07, -1.57209, 0.3483, -0.000852033, -4.59832e-05, 0.206618, -0.352223, 0.00633744, -0.00671738, 1.56803e-06, 0.000362325, -0.145605, 
291.13, -0.058232, -0.0762817, -0.15836, 0.496745, -0.046437, -1.52258, -2.27819e-05, -1.57277, 0.340999, 0.000773763, 0.000994838, 0.0505095, -0.116475, 0.00396173, -0.00316938, -0, -0, -0.0398683, -0.0580639, -0.0764412, -0.158567, 0.497264, -0.046336, -1.52318, 5.24319e-08, -1.57207, 0.338697, 0.000709177, -0.000571086, 0.0475749, -0.0793156, 0.00302497, -0.0032035, 3.13761e-06, 0.000158006, -0.0317402, 
291.23, -0.0580689, -0.076299, -0.159247, 0.494809, -0.0460995, -1.52296, -9.49246e-07, -1.57274, 0.340761, 0.00309505, 1.73472e-18, -0.0528124, 0.0443713, 0.00396173, -0.00396173, -0, -0, 0.0170864, -0.0579471, -0.0765193, -0.159686, 0.499481, -0.0460514, -1.52348, 1.09978e-07, -1.57205, 0.339795, 0.00131157, -0.000806101, -0.0513202, 0.0910071, 0.00220305, -0.00233392, -9.14685e-07, 0.000118225, 0.0396871, 
291.33, -0.057911, -0.0763405, -0.165357, 0.503293, -0.0458823, -1.52311, -1.23402e-05, -1.5727, 0.343331, 0.000110538, 0.000994838, -0.0603351, 0.102213, -0, 0, -0, -0, 0.0256296, -0.0578432, -0.0765791, -0.165691, 0.509987, -0.0459502, -1.52359, 3.50567e-08, -1.57204, 0.344295, 0.000695775, -0.000362139, -0.057653, 0.0999298, -6.80582e-05, 7.19049e-05, -3.13266e-07, -1.57188e-05, 0.042277, 
291.43, -0.0578537, -0.0763745, -0.169657, 0.511027, -0.0458823, -1.52314, -1.04417e-05, -1.57267, 0.344906, 0.000221075, -0.00044215, -0.025178, 0.0530871, -0, 0, -0, -0, 0.00379698, -0.0578052, -0.0765967, -0.169982, 0.517382, -0.0460043, -1.52353, 3.44414e-08, -1.57205, 0.347399, 0.000120455, -3.50385e-05, -0.0263059, 0.045008, -0.000707904, 0.000749824, 1.34732e-07, -5.24375e-05, 0.0187022, 
291.53, -0.0577379, -0.0764082, -0.170992, 0.513828, -0.0458514, -1.52316, -1.04417e-05, -1.57266, 0.344933, -0.000221075, -0.00044215, -0.00276344, 0.0087158, -0, 0, -0, -0, -0.00474623, -0.0578075, -0.0765937, -0.171137, 0.519339, -0.0460568, -1.52348, 4.21836e-08, -1.57205, 0.348202, -0.000117899, 6.88651e-05, 0.000577437, -0.00126625, -0.000295927, 0.000313442, 3.36532e-09, -2.5655e-05, -0.000688686, 
291.63, -0.0577507, -0.0763773, -0.170426, 0.513941, -0.0458522, -1.52317, -6.64472e-06, -1.57262, 0.344418, 0.00132645, 0.00044215, 0.00951851, -0.00396173, -0, 0, -0, -0, -0.00664472, -0.0578214, -0.0765864, -0.170465, 0.518163, -0.0460674, -1.52347, 3.82949e-08, -1.57205, 0.347698, -0.000134371, 6.48859e-05, 0.0101279, -0.0175358, 3.69192e-05, -3.91399e-05, -5.99191e-08, -4.04725e-06, -0.00740783, 
291.73, -0.0577033, -0.0764134, -0.169628, 0.513589, -0.0458499, -1.52319, -8.54321e-06, -1.57261, 0.343896, 0.000110538, -0.000331613, 0.0062945, -0.00554642, -0, 0, -0, -0, -0.00379698, -0.0578315, -0.0765818, -0.169513, 0.516521, -0.0460578, -1.52348, 3.22438e-08, -1.57205, 0.347008, -6.25021e-05, 2.60309e-05, 0.00772047, -0.0132764, 0.000124096, -0.000131476, -5.96905e-08, 2.40996e-06, -0.00555587, 
291.83, -0.0576723, -0.0764734, -0.16921, 0.513158, -0.0458507, -1.5232, -7.59396e-06, -1.57259, 0.343664, 0.00132645, -0.00198968, 1.0842e-19, -0.00396173, -0, 0, -0, -0, -0.00284774, -0.0578342, -0.0765809, -0.169015, 0.515668, -0.0460466, -1.52349, 2.62815e-08, -1.57205, 0.346652, 2.26489e-06, -4.99723e-06, 0.00231975, -0.00393809, 8.94568e-05, -9.47843e-05, -5.91738e-08, 1.32471e-06, -0.00161827, 
291.93, -0.0576626, -0.0765654, -0.16933, 0.513021, -0.0458499, -1.5232, -8.54321e-06, -1.57258, 0.343659, 0.000663225, -0.000221075, -0.00214934, -0, -0, 0, -0, -0, -0.00284774, -0.0578325, -0.0765821, -0.168976, 0.515604, -0.0460409, -1.5235, 2.07224e-08, -1.57205, 0.346629, 2.53748e-05, -1.40085e-05, -0.0010238, 0.00180345, 2.62329e-05, -2.78134e-05, -5.03581e-08, -1.67571e-06, 0.000779696, 
292.03, -0.0576681, -0.0766447, -0.169532, 0.513025, -0.0458491, -1.52321, -9.49246e-06, -1.57256, 0.343665, -0.000110538, -0.000994838, -0.00168877, -0, -0, 0, -0, -0.00284774, -0, -0.0578301, -0.0765833, -0.169128, 0.515869, -0.0460406, -1.5235, 1.63764e-08, -1.57205, 0.346741, 1.89952e-05, -9.09676e-06, -0.00165524, 0.00286096, -1.41453e-05, 1.49615e-05, -3.67227e-08, -3.47188e-06, 0.00120576, 
292.13, -0.0576485, -0.0768142, -0.169607, 0.513064, -0.0458142, -1.52326, -7.59396e-06, -1.57255, 0.343703, 0.0109432, -0.0116064, 0.000153524, 0.00792345, 0.00950815, -0.0142622, -0, -0, 0.0113909, -0.0577538, -0.0766589, -0.169261, 0.516358, -0.0458347, -1.52371, 1.16828e-08, -1.57204, 0.347097, 0.0125028, -0.0124983, -0.000921004, 0.0447571, 0.0345835, -0.036621, -4.01474e-07, 0.00203959, 0.0438361, 
292.23, -0.0518547, -0.0825576, -0.169771, 0.528604, -0.0318872, -1.53924, -1.70864e-05, -1.57189, 0.361713, 0.0971625, -0.100036, -0.00322401, 0.320108, 0.254343, -0.273359, -0, 0.0132894, 0.318947, -0.0518189, -0.0825784, -0.169332, 0.537253, -0.0294578, -1.54088, -6.86361e-07, -1.57124, 0.36792, 0.0990574, -0.0985775, -0.000807758, 0.35269, 0.27241, -0.282735, -1.61445e-05, 0.0104665, 0.35188, 
292.33, -0.039936, -0.0946096, -0.169723, 0.571335, 0.000246419, -1.5723, 1.61372e-05, -1.57131, 0.403312, 0.132645, -0.133308, 0.00214934, 0.494424, 0.366064, -0.350217, -0, -0, 0.485064, -0.0397378, -0.0945942, -0.169405, 0.581524, 0.00353963, -1.57443, -3.39524e-06, -1.57067, 0.412119, 0.13361, -0.133469, 0.00044546, 0.503879, 0.362599, -0.360968, -3.7815e-05, -0.00143696, 0.504322, 
292.43, -0.0265921, -0.108028, -0.169552, 0.623642, 0.0368591, -1.6075, -6.64472e-06, -1.57159, 0.45402, 0.128666, -0.130213, -0.000307049, 0.522156, 0.350217, -0.321692, -0, -0.00474623, 0.505948, -0.0264251, -0.107939, -0.169269, 0.6334, 0.0393908, -1.6093, -7.8203e-06, -1.57164, 0.46413, 0.12855, -0.129097, 0.00178843, 0.517543, 0.34335, -0.32599, -4.79928e-05, -0.0172126, 0.519328, 
292.53, -0.0146932, -0.120039, -0.169335, 0.673681, 0.0688413, -1.637, -4.74623e-06, -1.57283, 0.502136, 0.110648, -0.111532, 0.00199582, 0.484915, 0.305845, -0.274152, -0, -0.0227819, 0.463232, -0.0143952, -0.120012, -0.16912, 0.683316, 0.0712569, -1.6389, -1.23778e-05, -1.5739, 0.514195, 0.112021, -0.112255, 0.000997374, 0.478965, 0.294151, -0.267247, -4.14532e-05, -0.0268199, 0.47996, 
292.63, -0.00404976, -0.130654, -0.169137, 0.720483, 0.0968199, -1.66174, -2.56296e-05, -1.57483, 0.547581, 0.101916, -0.101473, 0.000921146, 0.454014, 0.262266, -0.238496, -0.00569547, -0.0256296, 0.443298, -0.00382415, -0.130584, -0.169078, 0.729732, 0.0987836, -1.66342, -1.59091e-05, -1.57689, 0.560653, 0.100898, -0.100702, -9.12772e-05, 0.454778, 0.260457, -0.227445, -2.97024e-05, -0.0329665, 0.454685, 
292.73, 0.00591, -0.140666, -0.169329, 0.766988, 0.122195, -1.68366, -1.99342e-05, -1.57783, 0.592788, 0.0995943, -0.101142, -0.00291696, 0.475407, 0.255928, -0.213933, -0, -0.0379698, 0.472724, 0.00612356, -0.140548, -0.169312, 0.776142, 0.1242, -1.68521, -1.84502e-05, -1.58052, 0.606829, 0.0991853, -0.0997465, -0.00430289, 0.478132, 0.25068, -0.210763, -2.26408e-05, -0.0398883, 0.473828, 
292.83, 0.0159114, -0.150651, -0.169639, 0.816119, 0.147322, -1.70439, -4.6513e-05, -1.5815, 0.640924, 0.102358, -0.102579, -0.00214934, 0.511855, 0.248004, -0.198879, -0.00854321, -0.0417668, 0.498354, 0.0161319, -0.150625, -0.169769, 0.825577, 0.14922, -1.70584, -2.05672e-05, -1.5849, 0.655807, 0.10125, -0.101942, -0.0042614, 0.510854, 0.250331, -0.202488, -2.04066e-05, -0.0478221, 0.506591, 
292.93, 0.0262919, -0.161037, -0.169863, 0.869476, 0.172602, -1.72466, 2.84774e-06, -1.58625, 0.693024, 0.103242, -0.102358, -0.00184229, 0.543549, 0.249589, -0.20601, -0.00569547, -0.0493608, 0.540121, 0.0263782, -0.160928, -0.170108, 0.878262, 0.174257, -1.7257, -2.2555e-05, -1.59009, 0.708153, 0.103524, -0.10395, -0.00246294, 0.54218, 0.249878, -0.194177, -1.96809e-05, -0.0556862, 0.539716, 
293.03, 0.0368345, -0.17135, -0.169918, 0.925048, 0.197605, -1.74362, -4.2716e-05, -1.59165, 0.747877, 0.107774, -0.105563, -0.00322401, 0.570489, 0.248004, -0.180655, 0.00284774, -0.0569547, 0.561953, 0.0368394, -0.171333, -0.170282, 0.933876, 0.199192, -1.74468, -2.44455e-05, -1.59604, 0.763592, 0.105493, -0.103949, -0.00120308, 0.569533, 0.24818, -0.185029, -1.85333e-05, -0.0631429, 0.568328, 
293.13, 0.0472602, -0.181502, -0.169888, 0.982338, 0.221758, -1.76132, -2.84774e-06, -1.59789, 0.804555, 0.102579, -0.10081, 0.00184229, 0.579997, 0.244042, -0.171939, -0.00379698, -0.0626502, 0.579989, 0.047345, -0.181657, -0.170275, 0.991529, 0.223553, -1.76247, -2.62353e-05, -1.60261, 0.821252, 0.103806, -0.101979, 0.00223435, 0.577985, 0.237227, -0.169583, -1.68795e-05, -0.0676479, 0.580217, 
293.23, 0.0575419, -0.19169, -0.169505, 1.04071, 0.245078, -1.77768, -2.37311e-05, -1.60487, 0.862909, 0.106005, -0.100479, -0.00260991, 0.590297, 0.228988, -0.153715, -0, -0.0702442, 0.59138, 0.0576364, -0.191804, -0.169961, 1.04992, 0.246646, -1.77864, -2.76953e-05, -1.60953, 0.879952, 0.102336, -0.101367, 0.00333683, 0.592625, 0.224897, -0.154253, -1.27188e-05, -0.0706548, 0.59596, 
293.33, 0.0679602, -0.201923, -0.16921, 1.1019, 0.267322, -1.79255, -1.13909e-05, -1.61217, 0.924049, 0.100921, -0.1007, 0.00199582, 0.616445, 0.218687, -0.144999, -0, -0.0654979, 0.613213, 0.0678598, -0.201981, -0.169695, 1.11041, 0.268553, -1.79337, -2.87943e-05, -1.61671, 0.940708, 0.102284, -0.102286, 0.00180376, 0.617833, 0.213193, -0.140391, -9.65713e-06, -0.0728182, 0.619634, 
293.43, 0.0781899, -0.212029, -0.169374, 1.16469, 0.287804, -1.80596, -8.54321e-06, -1.61927, 0.986688, 0.105121, -0.107774, -0.00721564, 0.65527, 0.200463, -0.118059, -0, -0.0645487, 0.652132, 0.0781352, -0.212343, -0.169677, 1.17386, 0.289228, -1.80671, -2.96529e-05, -1.62404, 1.00418, 0.103883, -0.10678, -0.00317215, 0.660263, 0.199332, -0.126137, -8.62734e-06, -0.0732123, 0.657089, 
293.53, 0.0887951, -0.222997, -0.169968, 1.2331, 0.307319, -1.81793, -2.18326e-05, -1.62647, 1.05456, 0.107, -0.109874, -0.00429868, 0.695679, 0.185409, -0.114098, 0.00284774, -0.0759396, 0.67966, 0.0886218, -0.22321, -0.170219, 1.24175, 0.308376, -1.8186, -3.03661e-05, -1.6313, 1.07153, 0.105895, -0.108298, -0.00499659, 0.687815, 0.186577, -0.113638, -3.35126e-06, -0.072971, 0.682816, 
293.63, 0.0993228, -0.233492, -0.170292, 1.30135, 0.32564, -1.82904, -7.59396e-06, -1.63392, 1.12241, 0.106227, -0.103353, -0.00414516, 0.686171, 0.183032, -0.11489, -0, -0.0749904, 0.683457, 0.0992847, -0.233788, -0.17041, 1.31041, 0.326798, -1.82961, -3.04471e-05, -1.63872, 1.13999, 0.106823, -0.103686, 0.000539072, 0.684755, 0.179704, -0.105363, 8.40174e-08, -0.0743742, 0.685292, 
293.73, 0.109967, -0.243779, -0.170274, 1.36993, 0.342851, -1.83884, -1.80357e-05, -1.64144, 1.19095, 0.1049, -0.101805, -0.00107467, 0.686964, 0.1656, -0.0879503, -0.00379698, -0.0711934, 0.681558, 0.109912, -0.244039, -0.170243, 1.37866, 0.343924, -1.83948, -3.03644e-05, -1.64599, 1.20841, 0.105525, -0.101752, 0.00222453, 0.680065, 0.161256, -0.0911487, 1.68919e-06, -0.0701445, 0.682288, 
293.83, 0.120388, -0.253943, -0.170177, 1.43791, 0.358062, -1.84734, -5.69547e-06, -1.64806, 1.25909, 0.106337, -0.104347, 0.00276344, 0.673494, 0.132322, -0.0752728, 0.00379698, -0.057904, 0.677761, 0.120379, -0.254202, -0.170045, 1.44637, 0.358834, -1.84777, -3.00101e-05, -1.65261, 1.27632, 0.103879, -0.101715, 0.00152068, 0.673839, 0.136333, -0.0745663, 5.54067e-06, -0.0618108, 0.675359, 
